Name,Active,MCS
4GD_1,4GD,0.314
4GD_2,4GD,0.314
4GD_3,4GD,0.343
4GD_4,4GD,0.243
4GD_5,4GD,0.333
4GD_6,4GD,0.286
4GD_7,4GD,0.189
4GD_8,4GD,0.184
4GD_9,4GD,0.231
4GD_10,4GD,0.314
4GD_11,4GD,0.353
4GD_12,4GD,0.314
4GD_13,4GD,0.184
4GD_14,4GD,0.184
4GD_15,4GD,0.189
4GD_16,4GD,0.189
4GD_17,4GD,0.314
4GD_18,4GD,0.297
4GD_19,4GD,0.581
4GD_20,4GD,0.586
4GD_21,4GD,0.324
4GD_22,4GD,0.586
4GD_23,4GD,0.189
4GD_24,4GD,0.306
4GD_25,4GD,0.306
4GD_26,4GD,0.424
4GD_27,4GD,0.353
4GD_28,4GD,0.394
4GD_29,4GD,0.815
4GD_30,4GD,0.621
4GD_31,4GD,0.394
4GD_32,4GD,0.278
4GD_33,4GD,0.324
4GD_34,4GD,0.424
4GD_35,4GD,0.286
4GD_36,4GD,0.364
4GD_37,4GD,0.324
4GD_38,4GD,0.189
4GD_39,4GD,0.25
4GD_40,4GD,0.533
4GD_41,4GD,0.406
4GD_42,4GD,0.314
4GD_43,4GD,0.205
4GD_44,4GD,0.314
4GD_45,4GD,0.516
4GD_46,4GD,0.297
4GD_47,4GD,0.394
4GD_48,4GD,0.364
4GD_49,4GD,0.485
4GD_50,4GD,0.364
4G1_1,4G1,0.41
4G1_2,4G1,0.188
4G1_3,4G1,0.436
4G1_4,4G1,0.205
4G1_5,4G1,0.35
4G1_6,4G1,0.528
4G1_7,4G1,0.2
4G1_8,4G1,0.528
4G1_9,4G1,0.375
4G1_10,4G1,0.317
4G1_11,4G1,0.357
4G1_12,4G1,0.227
4G1_13,4G1,0.375
4G1_14,4G1,0.395
4G1_15,4G1,0.263
4G1_16,4G1,0.191
4G1_17,4G1,0.2
4G1_18,4G1,0.341
4G1_19,4G1,0.571
4G1_20,4G1,0.31
4G1_21,4G1,0.238
4G1_22,4G1,0.375
4G1_23,4G1,0.167
4G1_24,4G1,0.227
4G1_25,4G1,0.238
4G1_26,4G1,0.326
4G1_27,4G1,0.375
4G1_28,4G1,0.262
4G1_29,4G1,0.282
4G1_30,4G1,0.256
4G1_31,4G1,0.4
4G1_32,4G1,0.357
4G1_33,4G1,0.286
4G1_34,4G1,0.286
4G1_35,4G1,0.2
4G1_36,4G1,0.227
4G1_37,4G1,0.41
4G1_38,4G1,0.273
4G1_39,4G1,0.238
4G1_40,4G1,0.279
4G1_41,4G1,0.385
4G1_42,4G1,0.4
4G1_43,4G1,0.41
4G1_44,4G1,0.474
4G1_45,4G1,0.385
4G1_46,4G1,0.217
4G1_47,4G1,0.227
4G1_48,4G1,0.227
4G1_49,4G1,0.268
4G1_50,4G1,0.341
4GZ_1,4GZ,0.231
4GZ_2,4GZ,0.421
4GZ_3,4GZ,0.447
4GZ_4,4GZ,0.366
4GZ_5,4GZ,0.5
4GZ_6,4GZ,0.188
4GZ_7,4GZ,0.425
4GZ_8,4GZ,0.372
4GZ_9,4GZ,0.234
4GZ_10,4GZ,0.421
4GZ_11,4GZ,0.317
4GZ_12,4GZ,0.372
4GZ_13,4GZ,0.222
4GZ_14,4GZ,0.233
4GZ_15,4GZ,0.436
4GZ_16,4GZ,0.171
4GZ_17,4GZ,0.4
4GZ_18,4GZ,0.222
4GZ_19,4GZ,0.233
4GZ_20,4GZ,0.167
4GZ_21,4GZ,0.204
4GZ_22,4GZ,0.204
4GZ_23,4GZ,0.244
4GZ_24,4GZ,0.222
4GZ_25,4GZ,0.357
4GZ_26,4GZ,0.39
4GZ_27,4GZ,0.417
4GZ_28,4GZ,0.35
4GZ_29,4GZ,0.366
4GZ_30,4GZ,0.4
4GZ_31,4GZ,0.31
4GZ_32,4GZ,0.436
4GZ_33,4GZ,0.25
4GZ_34,4GZ,0.341
4GZ_35,4GZ,0.429
4GZ_36,4GZ,0.385
4GZ_37,4GZ,0.302
4GZ_38,4GZ,0.432
4GZ_39,4GZ,0.208
4GZ_40,4GZ,0.368
4GZ_41,4GZ,0.244
4GZ_42,4GZ,0.41
4GZ_43,4GZ,0.375
4GZ_44,4GZ,0.295
4GZ_45,4GZ,0.366
4GZ_46,4GZ,0.295
4GZ_47,4GZ,0.25
4GZ_48,4GZ,0.231
4GZ_49,4GZ,0.188
4GZ_50,4GZ,0.514
4F7_1,4F7,0.257
4F7_2,4F7,0.257
4F7_3,4F7,0.483
4F7_4,4F7,0.303
4F7_5,4F7,0.4
4F7_6,4F7,0.419
4F7_7,4F7,0.667
4F7_8,4F7,0.483
4F7_9,4F7,0.517
4F7_10,4F7,0.517
4F7_11,4F7,0.414
4F7_12,4F7,0.344
4F7_13,4F7,0.467
4F7_14,4F7,0.257
4F7_15,4F7,0.414
4F7_16,4F7,0.452
4F7_17,4F7,0.536
4F7_18,4F7,0.216
4F7_19,4F7,0.571
4F7_20,4F7,0.571
4F7_21,4F7,0.323
4F7_22,4F7,0.63
4F7_23,4F7,0.467
4F7_24,4F7,0.517
4F7_25,4F7,0.571
4F7_26,4F7,0.344
4F7_27,4F7,0.216
4F7_28,4F7,0.286
4F7_29,4F7,0.344
4F7_30,4F7,0.355
4F7_31,4F7,0.419
4F7_32,4F7,0.433
4F7_33,4F7,0.419
4F7_34,4F7,0.433
4F7_35,4F7,0.375
4F7_36,4F7,0.419
4F7_37,4F7,0.433
4F7_38,4F7,0.375
4F7_39,4F7,0.345
4F7_40,4F7,0.229
4F7_41,4F7,0.419
4F7_42,4F7,0.419
4F7_43,4F7,0.419
4F7_44,4F7,0.467
4F7_45,4F7,0.536
4F7_46,4F7,0.333
4F7_47,4F7,0.387
4F7_48,4F7,0.265
4F7_49,4F7,0.344
4F7_50,4F7,0.419
4F7_51,4F7,0.333
4F7_52,4F7,0.265
4F7_53,4F7,0.375
4F7_54,4F7,0.517
4F7_55,4F7,0.387
4F7_56,4F7,0.229
4F7_57,4F7,0.286
4F7_58,4F7,0.419
4F7_59,4F7,0.452
4F7_60,4F7,0.571
4F7_61,4F7,0.63
4F7_62,4F7,0.419
4F7_63,4F7,0.294
4F7_64,4F7,0.76
4F7_65,4F7,0.243
4F7_66,4F7,0.394
4F7_67,4F7,0.189
4F7_68,4F7,0.387
4F7_69,4F7,0.303
4F7_70,4F7,0.467
4F7_71,4F7,0.333
4F7_72,4F7,0.464
4F7_73,4F7,0.344
4F7_74,4F7,0.294
4F7_75,4F7,0.375
4F7_76,4F7,0.25
4F7_77,4F7,0.257
4F7_78,4F7,0.333
4F7_79,4F7,0.375
4F7_80,4F7,0.375
4F7_81,4F7,0.375
4F7_82,4F7,0.467
4F7_83,4F7,0.333
4F7_84,4F7,0.467
4F7_85,4F7,0.419
4F7_86,4F7,0.517
4F7_87,4F7,0.355
4F7_88,4F7,0.76
4F7_89,4F7,0.464
4F7_90,4F7,0.294
4F7_91,4F7,0.375
4F7_92,4F7,0.419
4F7_93,4F7,0.704
4F7_94,4F7,0.552
4F7_95,4F7,0.294
4F7_96,4F7,0.414
4F7_97,4F7,0.467
4F7_98,4F7,0.333
4F7_99,4F7,0.519
4F7_100,4F7,0.414
4HW_1,4HW,0.163
4HW_2,4HW,0.15
4HW_3,4HW,0.244
4HW_4,4HW,0.154
4HW_5,4HW,0.163
4HW_6,4HW,0.146
4HW_7,4HW,0.256
4HW_8,4HW,0.378
4HW_9,4HW,0.159
4HW_10,4HW,0.171
4HW_11,4HW,0.231
4HW_12,4HW,0.128
4HW_13,4HW,0.278
4HW_14,4HW,0.306
4HW_15,4HW,0.4
4HW_16,4HW,0.308
4HW_17,4HW,0.171
4HW_18,4HW,0.159
4HW_19,4HW,0.159
4HW_20,4HW,0.548
4HW_21,4HW,0.5
4HW_22,4HW,0.278
4HW_23,4HW,0.233
4HW_24,4HW,0.382
4HW_25,4HW,0.256
4HW_26,4HW,0.263
4HW_27,4HW,0.167
4HW_28,4HW,0.306
4HW_29,4HW,0.359
4HW_30,4HW,0.233
4HW_31,4HW,0.257
4HW_32,4HW,0.256
4HW_33,4HW,0.289
4HW_34,4HW,0.152
4HW_35,4HW,0.159
4HW_36,4HW,0.159
4HW_37,4HW,0.256
4HW_38,4HW,0.244
4HW_39,4HW,0.244
4HW_40,4HW,0.333
4HW_41,4HW,0.163
4HW_42,4HW,0.278
4HW_43,4HW,0.278
4HW_44,4HW,0.179
4HW_45,4HW,0.25
4HW_46,4HW,0.205
4HW_47,4HW,0.25
4HW_48,4HW,0.353
4HW_49,4HW,0.275
4HW_50,4HW,0.171
4K6_1,4K6,0.351
4K6_2,4K6,0.256
4K6_3,4K6,0.262
4K6_4,4K6,0.238
4K6_5,4K6,0.262
4K6_6,4K6,0.214
4K6_7,4K6,0.368
4K6_8,4K6,0.308
4K6_9,4K6,0.262
4K6_10,4K6,0.159
4K6_11,4K6,0.286
4K6_12,4K6,0.22
4K6_13,4K6,0.205
4K6_14,4K6,0.293
4K6_15,4K6,0.262
4K6_16,4K6,0.361
4K6_17,4K6,0.233
4K6_18,4K6,0.171
4K6_19,4K6,0.472
4K6_20,4K6,0.286
4K6_21,4K6,0.233
4K6_22,4K6,0.268
4K6_23,4K6,0.238
4K6_24,4K6,0.262
4K6_25,4K6,0.293
4K6_26,4K6,0.395
4K6_27,4K6,0.227
4K6_28,4K6,0.214
4K6_29,4K6,0.286
4K6_30,4K6,0.351
4K6_31,4K6,0.262
4K6_32,4K6,0.293
4K6_33,4K6,0.233
4K6_34,4K6,0.514
4K6_35,4K6,0.268
4K6_36,4K6,0.41
4K6_37,4K6,0.308
4K6_38,4K6,0.444
4K6_39,4K6,0.444
4K6_40,4K6,0.244
4K6_41,4K6,0.238
4K6_42,4K6,0.432
4K6_43,4K6,0.275
4K6_44,4K6,0.205
4K6_45,4K6,0.317
4K6_46,4K6,0.421
4K6_47,4K6,0.368
4K6_48,4K6,0.293
4K6_49,4K6,0.293
4K6_50,4K6,0.767
4LB_1,4LB,0.294
4LB_2,4LB,0.257
4LB_3,4LB,0.286
4LB_4,4LB,0.265
4LB_5,4LB,0.235
4LB_6,4LB,0.229
4LB_7,4LB,0.265
4LB_8,4LB,0.324
4LB_9,4LB,0.229
4LB_10,4LB,0.229
4LB_11,4LB,0.229
4LB_12,4LB,0.265
4LB_13,4LB,0.294
4LB_14,4LB,0.273
4LB_15,4LB,0.206
4LB_16,4LB,0.312
4LB_17,4LB,0.25
4LB_18,4LB,0.194
4LB_19,4LB,0.229
4LB_20,4LB,0.229
4LB_21,4LB,0.314
4LB_22,4LB,0.303
4LB_23,4LB,0.206
4LB_24,4LB,0.303
4LB_25,4LB,0.379
4LB_26,4LB,0.433
4LB_27,4LB,0.273
4LB_28,4LB,0.229
4LB_29,4LB,0.265
4LB_30,4LB,0.265
4LB_31,4LB,0.314
4LB_32,4LB,0.25
4LB_33,4LB,0.257
4LB_34,4LB,0.278
4LB_35,4LB,0.265
4LB_36,4LB,0.2
4LB_37,4LB,0.229
4LB_38,4LB,0.312
4LB_39,4LB,0.312
4LB_40,4LB,0.303
4LB_41,4LB,0.303
4LB_42,4LB,0.344
4LB_43,4LB,0.344
4LB_44,4LB,0.344
4LB_45,4LB,0.237
4LB_46,4LB,0.448
4LB_47,4LB,0.229
4LB_48,4LB,0.303
4LB_49,4LB,0.278
4LB_50,4LB,0.314
4M6_1,4M6,0.326
4M6_2,4M6,0.439
4M6_3,4M6,0.205
4M6_4,4M6,0.302
4M6_5,4M6,0.514
4M6_6,4M6,0.324
4M6_7,4M6,0.282
4M6_8,4M6,0.195
4M6_9,4M6,0.324
4M6_10,4M6,0.282
4M6_11,4M6,0.279
4M6_12,4M6,0.268
4M6_13,4M6,0.286
4M6_14,4M6,0.349
4M6_15,4M6,0.425
4M6_16,4M6,0.333
4M6_17,4M6,0.25
4M6_18,4M6,0.214
4M6_19,4M6,0.302
4M6_20,4M6,0.205
4M6_21,4M6,0.286
4M6_22,4M6,0.222
4M6_23,4M6,0.381
4M6_24,4M6,0.244
4M6_25,4M6,0.31
4M6_26,4M6,0.273
4M6_27,4M6,0.286
4M6_28,4M6,0.279
4M6_29,4M6,0.256
4M6_30,4M6,0.31
4M6_31,4M6,0.279
4M6_32,4M6,0.318
4M6_33,4M6,0.256
4M6_34,4M6,0.341
4M6_35,4M6,0.25
4M6_36,4M6,0.372
4M6_37,4M6,0.293
4M6_38,4M6,0.4
4M6_39,4M6,0.295
4M6_40,4M6,0.31
4M6_41,4M6,0.415
4M6_42,4M6,0.333
4M6_43,4M6,0.308
4M6_44,4M6,0.326
4M6_45,4M6,0.22
4M6_46,4M6,0.429
4M6_47,4M6,0.229
4M6_48,4M6,0.364
4M6_49,4M6,0.441
4M6_50,4M6,0.289
KB0_1,KB0,0.714
KB0_2,KB0,0.88
KB0_3,KB0,0.815
KB0_4,KB0,0.88
KB0_5,KB0,0.25
KB0_6,KB0,0.667
KB0_7,KB0,0.667
KB0_8,KB0,0.448
KB0_9,KB0,0.469
KB0_10,KB0,0.345
KB0_11,KB0,0.265
KB0_12,KB0,0.654
KB0_13,KB0,0.667
KB0_14,KB0,0.216
KB0_15,KB0,0.294
KB0_16,KB0,0.324
KB0_17,KB0,0.593
KB0_18,KB0,0.216
KB0_19,KB0,0.5
KB0_20,KB0,0.517
KB0_21,KB0,0.242
KB0_22,KB0,0.692
KB0_23,KB0,0.63
KB0_24,KB0,0.206
KB0_25,KB0,0.222
KB0_26,KB0,0.235
KB0_27,KB0,0.216
KB0_28,KB0,0.536
KB0_29,KB0,0.375
KB0_30,KB0,0.355
KB0_31,KB0,0.257
KB0_32,KB0,0.387
KB0_33,KB0,0.846
KB0_34,KB0,0.235
KB0_35,KB0,0.25
KB0_36,KB0,0.182
KB0_37,KB0,0.593
KB0_38,KB0,0.182
KB0_39,KB0,0.176
KB0_40,KB0,0.607
KB0_41,KB0,0.206
KB0_42,KB0,0.2
KB0_43,KB0,0.229
KB0_44,KB0,0.571
KB0_45,KB0,0.552
KB0_46,KB0,0.607
KB0_47,KB0,0.25
KB0_48,KB0,0.229
KB0_49,KB0,0.265
KB0_50,KB0,0.242
4OQ_1,4OQ,0.286
4OQ_2,4OQ,0.385
4OQ_3,4OQ,0.237
4OQ_4,4OQ,0.3
4OQ_5,4OQ,0.244
4OQ_6,4OQ,0.417
4OQ_7,4OQ,0.233
4OQ_8,4OQ,0.205
4OQ_9,4OQ,0.368
4OQ_10,4OQ,0.351
4OQ_11,4OQ,0.233
4OQ_12,4OQ,0.263
4OQ_13,4OQ,0.243
4OQ_14,4OQ,0.238
4OQ_15,4OQ,0.256
4OQ_16,4OQ,0.359
4OQ_17,4OQ,0.275
4OQ_18,4OQ,0.195
4OQ_19,4OQ,0.341
4OQ_20,4OQ,0.375
4OQ_21,4OQ,0.209
4OQ_22,4OQ,0.35
4OQ_23,4OQ,0.485
4OQ_24,4OQ,0.237
4OQ_25,4OQ,0.324
4OQ_26,4OQ,0.289
4OQ_27,4OQ,0.385
4OQ_28,4OQ,0.459
4OQ_29,4OQ,0.227
4OQ_30,4OQ,0.35
4OQ_31,4OQ,0.293
4OQ_32,4OQ,0.368
4OQ_33,4OQ,0.35
4OQ_34,4OQ,0.256
4OQ_35,4OQ,0.471
4OQ_36,4OQ,0.149
4OQ_37,4OQ,0.385
4OQ_38,4OQ,0.405
4OQ_39,4OQ,0.417
4OQ_40,4OQ,0.308
4OQ_41,4OQ,0.351
4OQ_42,4OQ,0.472
4OQ_43,4OQ,0.441
4OQ_44,4OQ,0.231
4OQ_45,4OQ,0.429
4OQ_46,4OQ,0.189
4OQ_47,4OQ,0.225
4OQ_48,4OQ,0.485
4OQ_49,4OQ,0.159
4OQ_50,4OQ,0.359
4OQ_51,4OQ,0.214
4OQ_52,4OQ,0.417
4OQ_53,4OQ,0.375
4OQ_54,4OQ,0.351
4OQ_55,4OQ,0.297
4OQ_56,4OQ,0.405
4OQ_57,4OQ,0.5
4OQ_58,4OQ,0.432
4OQ_59,4OQ,0.333
4OQ_60,4OQ,0.457
4OQ_61,4OQ,0.576
4OQ_62,4OQ,0.375
4OQ_63,4OQ,0.405
4OQ_64,4OQ,0.152
4OQ_65,4OQ,0.567
4OQ_66,4OQ,0.382
4OQ_67,4OQ,0.25
4OQ_68,4OQ,0.405
4OQ_69,4OQ,0.459
4OQ_70,4OQ,0.268
4OQ_71,4OQ,0.514
4OQ_72,4OQ,0.412
4OQ_73,4OQ,0.447
4OQ_74,4OQ,0.368
4OQ_75,4OQ,0.385
4OQ_76,4OQ,0.308
4OQ_77,4OQ,0.308
4OQ_78,4OQ,0.308
4OQ_79,4OQ,0.378
4OQ_80,4OQ,0.389
4OQ_81,4OQ,0.516
4OQ_82,4OQ,0.516
4OQ_83,4OQ,0.533
4OQ_84,4OQ,0.533
4OQ_85,4OQ,0.3
4OQ_86,4OQ,0.459
4OQ_87,4OQ,0.533
4OQ_88,4OQ,0.533
4OQ_89,4OQ,0.342
4OQ_90,4OQ,0.417
4OQ_91,4OQ,0.382
4OQ_92,4OQ,0.441
4OQ_93,4OQ,0.567
4OQ_94,4OQ,0.533
4OQ_95,4OQ,0.533
4OQ_96,4OQ,0.484
4OQ_97,4OQ,0.567
4OQ_98,4OQ,0.516
4OQ_99,4OQ,0.371
4OQ_100,4OQ,0.469
18X_1,18X,0.351
18X_2,18X,0.308
18X_3,18X,0.405
18X_4,18X,0.316
18X_5,18X,0.359
18X_6,18X,0.316
18X_7,18X,0.378
18X_8,18X,0.282
18X_9,18X,0.275
18X_10,18X,0.351
18X_11,18X,0.275
18X_12,18X,0.268
18X_13,18X,0.317
18X_14,18X,0.244
18X_15,18X,0.378
18X_16,18X,0.282
18X_17,18X,0.3
18X_18,18X,0.282
18X_19,18X,0.25
18X_20,18X,0.233
18X_21,18X,0.268
18X_22,18X,0.308
18X_23,18X,0.233
18X_24,18X,0.333
18X_25,18X,0.359
18X_26,18X,0.308
18X_27,18X,0.154
18X_28,18X,0.308
18X_29,18X,0.317
18X_30,18X,0.317
18X_31,18X,0.262
18X_32,18X,0.275
18X_33,18X,0.214
18X_34,18X,0.417
18X_35,18X,0.324
18X_36,18X,0.262
18X_37,18X,0.333
18X_38,18X,0.22
18X_39,18X,0.351
18X_40,18X,0.351
18X_41,18X,0.306
18X_42,18X,0.237
18X_43,18X,0.293
18X_44,18X,0.293
18X_45,18X,0.333
18X_46,18X,0.359
18X_47,18X,0.194
18X_48,18X,0.308
18X_49,18X,0.286
18X_50,18X,0.378
4R5_1,4R5,0.378
4R5_2,4R5,0.231
4R5_3,4R5,0.27
4R5_4,4R5,0.308
4R5_5,4R5,0.342
4R5_6,4R5,0.237
4R5_7,4R5,0.389
4R5_8,4R5,0.371
4R5_9,4R5,0.256
4R5_10,4R5,0.282
4R5_11,4R5,0.405
4R5_12,4R5,0.389
4R5_13,4R5,0.2
4R5_14,4R5,0.545
4R5_15,4R5,0.432
4R5_16,4R5,0.342
4R5_17,4R5,0.333
4R5_18,4R5,0.333
4R5_19,4R5,0.333
4R5_20,4R5,0.308
4R5_21,4R5,0.368
4R5_22,4R5,0.545
4R5_23,4R5,0.314
4R5_24,4R5,0.368
4R5_25,4R5,0.316
4R5_26,4R5,0.343
4R5_27,4R5,0.3
4R5_28,4R5,0.244
4R5_29,4R5,0.333
4R5_30,4R5,0.378
4R5_31,4R5,0.455
4R5_32,4R5,0.441
4R5_33,4R5,0.275
4R5_34,4R5,0.316
4R5_35,4R5,0.308
4R5_36,4R5,0.351
4R5_37,4R5,0.351
4R5_38,4R5,0.342
4R5_39,4R5,0.351
4R5_40,4R5,0.289
4R5_41,4R5,0.342
4R5_42,4R5,0.268
4R5_43,4R5,0.286
4R5_44,4R5,0.275
4R5_45,4R5,0.438
4R5_46,4R5,0.389
4R5_47,4R5,0.268
4R5_48,4R5,0.263
4R5_49,4R5,0.231
4R5_50,4R5,0.324
4QT_1,4QT,0.212
4QT_2,4QT,0.25
4QT_3,4QT,0.235
4QT_4,4QT,0.226
4QT_5,4QT,0.2
4QT_6,4QT,0.25
4QT_7,4QT,0.242
4QT_8,4QT,0.281
4QT_9,4QT,0.348
4QT_10,4QT,0.31
4QT_11,4QT,0.31
4QT_12,4QT,0.267
4QT_13,4QT,0.219
4QT_14,4QT,0.269
4QT_15,4QT,0.31
4QT_16,4QT,0.235
4QT_17,4QT,0.25
4QT_18,4QT,0.206
4QT_19,4QT,0.2
4QT_20,4QT,0.235
4QT_21,4QT,0.25
4QT_22,4QT,0.25
4QT_23,4QT,0.2
4QT_24,4QT,0.242
4QT_25,4QT,0.235
4QT_26,4QT,0.25
4QT_27,4QT,0.206
4QT_28,4QT,0.206
4QT_29,4QT,0.212
4QT_30,4QT,0.25
4QT_31,4QT,0.229
4QT_32,4QT,0.233
4QT_33,4QT,0.308
4QT_34,4QT,0.556
4QT_35,4QT,0.212
4QT_36,4QT,0.242
4QT_37,4QT,0.229
4QT_38,4QT,0.25
4QT_39,4QT,0.25
4QT_40,4QT,0.281
4QT_41,4QT,0.308
4QT_42,4QT,0.308
4QT_43,4QT,0.308
4QT_44,4QT,0.167
4QT_45,4QT,0.219
4QT_46,4QT,0.346
4QT_47,4QT,0.259
4QT_48,4QT,0.455
4QT_49,4QT,0.206
4QT_50,4QT,0.25
4PX_1,4PX,0.368
4PX_2,4PX,0.378
4PX_3,4PX,0.378
4PX_4,4PX,0.444
4PX_5,4PX,0.432
4PX_6,4PX,0.444
4PX_7,4PX,0.209
4PX_8,4PX,0.576
4PX_9,4PX,0.293
4PX_10,4PX,0.5
4PX_11,4PX,0.515
4PX_12,4PX,0.471
4PX_13,4PX,0.293
4PX_14,4PX,0.457
4PX_15,4PX,0.289
4PX_16,4PX,0.316
4PX_17,4PX,0.594
4PX_18,4PX,0.5
4PX_19,4PX,0.4
4PX_20,4PX,0.256
4PX_21,4PX,0.486
4PX_22,4PX,0.308
4PX_23,4PX,0.4
4PX_24,4PX,0.394
4PX_25,4PX,0.4
4PX_26,4PX,0.5
4PX_27,4PX,0.3
4PX_28,4PX,0.378
4PX_29,4PX,0.444
4PX_30,4PX,0.225
4PX_31,4PX,0.471
4PX_32,4PX,0.5
4PX_33,4PX,0.205
4PX_34,4PX,0.444
4PX_35,4PX,0.289
4PX_36,4PX,0.361
4PX_37,4PX,0.275
4PX_38,4PX,0.378
4PX_39,4PX,0.559
4PX_40,4PX,0.457
4PX_41,4PX,0.457
4PX_42,4PX,0.382
4PX_43,4PX,0.515
4PX_44,4PX,0.576
4PX_45,4PX,0.545
4PX_46,4PX,0.594
4PX_47,4PX,0.562
4PX_48,4PX,0.225
4PX_49,4PX,0.5
4PX_50,4PX,0.4
62L_1,62L,0.257
62L_2,62L,0.303
62L_3,62L,0.212
62L_4,62L,0.571
62L_5,62L,0.333
62L_6,62L,0.25
62L_7,62L,0.2
62L_8,62L,0.229
62L_9,62L,0.517
62L_10,62L,0.5
62L_11,62L,0.265
62L_12,62L,0.265
62L_13,62L,0.281
62L_14,62L,0.312
62L_15,62L,0.323
62L_16,62L,0.355
62L_17,62L,0.257
62L_18,62L,0.257
62L_19,62L,0.344
62L_20,62L,0.294
62L_21,62L,0.577
62L_22,62L,0.273
62L_23,62L,0.229
62L_24,62L,0.5
62L_25,62L,0.5
62L_26,62L,0.593
62L_27,62L,0.303
62L_28,62L,0.25
62L_29,62L,0.27
62L_30,62L,0.607
62L_31,62L,0.467
62L_32,62L,0.556
62L_33,62L,0.556
62L_34,62L,0.387
62L_35,62L,0.294
62L_36,62L,0.235
62L_37,62L,0.265
62L_38,62L,0.273
62L_39,62L,0.206
62L_40,62L,0.448
62L_41,62L,0.323
62L_42,62L,0.312
62L_43,62L,0.556
62L_44,62L,0.536
62L_45,62L,0.483
62L_46,62L,0.265
62L_47,62L,0.206
62L_48,62L,0.294
62L_49,62L,0.229
62L_50,62L,0.294
4R0_1,4R0,0.387
4R0_2,4R0,0.235
4R0_3,4R0,0.387
4R0_4,4R0,0.265
4R0_5,4R0,0.265
4R0_6,4R0,0.212
4R0_7,4R0,0.273
4R0_8,4R0,0.235
4R0_9,4R0,0.257
4R0_10,4R0,0.212
4R0_11,4R0,0.206
4R0_12,4R0,0.323
4R0_13,4R0,0.206
4R0_14,4R0,0.212
4R0_15,4R0,0.5
4R0_16,4R0,0.464
4R0_17,4R0,0.419
4R0_18,4R0,0.452
4R0_19,4R0,0.257
4R0_20,4R0,0.387
4R0_21,4R0,0.323
4R0_22,4R0,0.273
4R0_23,4R0,0.406
4R0_24,4R0,0.206
4R0_25,4R0,0.323
4R0_26,4R0,0.29
4R0_27,4R0,0.281
4R0_28,4R0,0.448
4R0_29,4R0,0.452
4R0_30,4R0,0.216
4R0_31,4R0,0.235
4R0_32,4R0,0.27
4R0_33,4R0,0.294
4R0_34,4R0,0.222
4R0_35,4R0,0.216
4R0_36,4R0,0.278
4R0_37,4R0,0.235
4R0_38,4R0,0.273
4R0_39,4R0,0.25
4R0_40,4R0,0.242
4R0_41,4R0,0.538
4R0_42,4R0,0.281
4R0_43,4R0,0.281
4R0_44,4R0,0.216
4R0_45,4R0,0.235
4R0_46,4R0,0.4
4R0_47,4R0,0.242
4R0_48,4R0,0.211
4R0_49,4R0,0.333
4R0_50,4R0,0.324
4RZ_1,4RZ,0.462
4RZ_2,4RZ,0.52
4RZ_3,4RZ,0.407
4RZ_4,4RZ,0.444
4RZ_5,4RZ,0.407
4RZ_6,4RZ,0.407
4RZ_7,4RZ,0.407
4RZ_8,4RZ,0.615
4RZ_9,4RZ,0.542
4RZ_10,4RZ,0.556
4RZ_11,4RZ,0.52
4RZ_12,4RZ,0.267
4RZ_13,4RZ,0.25
4RZ_14,4RZ,0.235
4RZ_15,4RZ,0.235
4RZ_16,4RZ,0.235
4RZ_17,4RZ,0.357
4RZ_18,4RZ,0.235
4RZ_19,4RZ,0.323
4RZ_20,4RZ,0.312
4RZ_21,4RZ,0.5
4RZ_22,4RZ,0.312
4RZ_23,4RZ,0.312
4RZ_24,4RZ,0.312
4RZ_25,4RZ,0.312
4RZ_26,4RZ,0.235
4RZ_27,4RZ,0.25
4RZ_28,4RZ,0.312
4RZ_29,4RZ,0.25
4RZ_30,4RZ,0.323
4RZ_31,4RZ,0.464
4RZ_32,4RZ,0.235
4RZ_33,4RZ,0.235
4RZ_34,4RZ,0.556
4RZ_35,4RZ,0.235
4RZ_36,4RZ,0.556
4RZ_37,4RZ,0.235
4RZ_38,4RZ,0.281
4RZ_39,4RZ,0.312
4RZ_40,4RZ,0.323
4RZ_41,4RZ,0.5
4RZ_42,4RZ,0.5
4RZ_43,4RZ,0.235
4RZ_44,4RZ,0.312
4RZ_45,4RZ,0.312
4RZ_46,4RZ,0.4
4RZ_47,4RZ,0.323
4RZ_48,4RZ,0.235
4RZ_49,4RZ,0.235
4RZ_50,4RZ,0.444
4RX_1,4RX,0.562
4RX_2,4RX,0.308
4RX_3,4RX,0.27
4RX_4,4RX,0.281
4RX_5,4RX,0.467
4RX_6,4RX,0.5
4RX_7,4RX,0.286
4RX_8,4RX,0.333
4RX_9,4RX,0.433
4RX_10,4RX,0.216
4RX_11,4RX,0.184
4RX_12,4RX,0.419
4RX_13,4RX,0.294
4RX_14,4RX,0.433
4RX_15,4RX,0.263
4RX_16,4RX,0.367
4RX_17,4RX,0.393
4RX_18,4RX,0.433
4RX_19,4RX,0.467
4RX_20,4RX,0.235
4RX_21,4RX,0.235
4RX_22,4RX,0.414
4RX_23,4RX,0.324
4RX_24,4RX,0.333
4RX_25,4RX,0.333
4RX_26,4RX,0.333
4RX_27,4RX,0.367
4RX_28,4RX,0.433
4RX_29,4RX,0.387
4RX_30,4RX,0.375
4RX_31,4RX,0.375
4RX_32,4RX,0.517
4RX_33,4RX,0.5
4RX_34,4RX,0.5
4RX_35,4RX,0.364
